title, release, cast1, cast2, cast3, cast4, cast5, crew1, crew2, crew3, crew4, crew5, genra, NotListed, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
Bellator 28, 2010-09-02, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sighs of Spain, 1939-10-16, Juan Calvo, Estrellita Castro, Miguel Ligero, , , Benito Perojo, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Station Jim, 2001-12-30, George Cole, Charlie Creed-Miles, Martin Savage, John Thomson, Harry Peacock, John Roberts, , , , , Drama-Family-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
Planet HD: Unsere Erde in High Definition, 2011-02-25, , , , , , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Casino Lights '99 - Live At The Montreux Jazz Festival, 2000-10-14, George Duke, Gabriela Anders, , , , , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kingdom of Gladiators, 2011-01-27, Leroy Kincaid, Suzi Lorraine, Bryan Murphy, Matt Polinsky, , Riccardo De Palo, Davide Tromba, Vittorio Anelli, Stefano Milla, Stefano Milla, Action-Adventure,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,
Faith No More: Reunited - Live at the Area 4 Festival, 2009-08-23, Mike Patton, Mike Bordin, Bill Gould, Roddy Bottum, , , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Almost Italian, 2013-03-20, Najib Amhali, Elise Schaap, , , , Remy van Heugten, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dusting Cliff 7, 1997-06-24, Nancy Allen, Lance Henriksen, Scott Lincoln, Dean Scofield, Ashley Buccille, William H. Molina, Oliver Darrow, Jim Menza, Charles Philip Moore, William H. Molina, Action-Crime-Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Fox Style, 1973-07-01, Chuck Daniel, Chuck Daniel, Juanita Moore, Hank Rolike, , Clyde Houston, Clyde Houston, Michael Fox, , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Warren Miller's Dynasty, 2009-08-10, Jonny Moseley, Chris Anthony, Austin Ross, Chris Davenport, Ingrid Backstrom, Max Bervy, Max Bervy, Kim Schneider, Travis Schneider, Josh Haskins, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Dating Games People Play, 2008-02-12, Austin Peck, Leslie Bega, Stephanie Brown, Herb Armstrong, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Christmas Magic, 2011-12-18, Kiara Glasco, , , , , John Bradshaw, Joany Kane, Rickie Castaneda, , , Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Mac & Devin Go to High School, 2012-07-03, Snoop Dogg, Mike Epps, Andy Milonakis, Teairra Mari, Samantha Cope, Dylan C. Brown, Jamieson Stern, Herschel Faber, , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Van Muiswinkel & Van Vleuten: Mannen Van De Wereld, 2005-05-12, Erik van Muiswinkel, Diederik van Vleuten, , , , , , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sartana Kills Them All, 1970-09-11, Gianni Garko, Guglielmo Spoletini, , , , Rafael Romero Marchent, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Swimming with Sharks, 1994-09-10, Kevin Spacey, Frank Whaley, Michelle Forbes, Benicio del Toro, T.E. Russell, George Huang, George Huang, , , , Comedy-Crime,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sky Angel Blue Vol. 54 (Ruri Hayami), 2011-03-10, Ruri Hayami, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Picasso and Braque Go to the Movies, 2010-05-28, Martin Scorsese, Julian Schnabel, , , , Martin Scorsese, Arne Glimcher, , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Air-Tight, 1931-05-08, , , , , , George Stevens, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2011 Dream Concert, 2010-09-10, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Love and Diane, 2002-10-08, Diane Hazzard, Donyaeh Hazzard, Love Hazzard, , , Jennifer Dworkin, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Ligabue Tutte Le Facce Del Mostro, 2010-08-08, Luciano Ligabue, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Marx Reloaded, 2011-01-01, Jason Barker, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Futurama: Bender's Game, 2008-11-03, Billy West, Katey Sagal, John Di Maggio, Phil LaMarr, Lauren Tom, Christopher Tyng, Dwayne Carey-Hill, Matt Groening, Scott Vanzo, , Animation-Comedy-ScienceFiction,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
National Geographic: China's Lost Girls, 2004-06-20, Lisa Ling, , , , , Allan Myers, Scott Bronstein, , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Playground Psychotics, 2012-09-14, Frank Zappa, , , , , Frank Zappa, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tractor Tom: Treasure Trail, 2002-06-04, , , , , , , , , , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ages of Love, 2011-02-25, Robert De Niro, Monica Bellucci, Riccardo Scamarcio, Michele Placido, Laura Chiatti, Giovanni Veronesi, Giovanni Veronesi, Ugo Chiti, , , Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
BBC The Story of Maths, 2008-10-06, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Yodok Stories, 2008-01-01, , , , , , , , , , , Documentary-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Stealing Heaven, 1988-05-20, Derek de Lint, Kim Thompson, Denholm Elliott, Bernard Hepton, Rachel Kempson, Clive Donner, , , , , Drama-History-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
The Jogger, 2013-10-05, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Gene Generation, 2007-01-01, Bai Ling, Alec Newman, Parry Shen, Faye Dunaway, Ethan Cohn, Zhang Chao Seng, Scott Glasgow, Anthony G. Nakonechnyj, Keith Collea, Carmelo Casalenuovo, Action-ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
The Anonymous Heroes, 1971-01-01, David Chiang, Ti Lung, Ching Li, Ku Feng, Cheng Miu, Chang Cheh, Ni Kuang, Run Run Shaw, , , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
When Knighthood Was in Flower, 1922-09-15, Marion Davies, Forrest Stanley, Lyn Harding, Theresa Maxwell Conover, Pedro de Cordoba, Robert G. Vignola, William LeBaron, Charles Major, , , Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
High Lonesome, 1950-09-01, John Drew Barrymore, Chill Wills, John Archer, Lois Butler, Kristine Miller, Alan Le May, Alan Le May, George Templeton, Rudy Schrager, Jack Ogilvie, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Hearts of Humanity, 1932-08-31, Jean Hersholt, Jackie Searl, J. Farrell MacDonald, , , Christy Cabanne, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Tell-Tale Heart, 1941-10-25, Joseph Schildkraut, Roman Bohnen, Oscar O'Shea, Will Wright, , Jules Dassin, Doane R. Hoag, Edgar Allan Poe, , , Crime-Mystery,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Uthama Puthiran, 2010-11-05, Dhanush, Genelia D'Souza, Vivek, K. Bhagyaraj, Jaya Prakash Reddy, Vijay Antony, Mithran Jawahar, M. Mohan Apparao, T. Ramesh, Gopimohan, Action-Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Submerged, 2000-10-24, Coolio, Maxwell Caulfield, Brent Huff, Nicole Eggert, Fredric Lehne, Fred Olen Ray, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Shanks, 1974-10-09, Marcel Marceau, Tsilla Chelton, Philippe Clay, Cindy Eilbacher, Biff Manard, Ranald Graham, Alex North, Steven North, William Castle, William Castle, Fantasy-Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Filly Brown, 2013-04-19, Resmine Atis, Baby Bash, David Bianchi, Jorge Diaz, Chingo Bling, Youssef Delara, Michael D. Olmos, , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Flintstones Little Big League, 1978-03-31, , , , , , , , , , , Animation-Comedy-Family,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
On These Shoulders, 1948-10-04, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Piccadilly Zero Hour 12, 1963-12-31, Helmut Wildt, Hanns Lothar, Ann Smyrner, Klaus Kinski, Karl Lieffen, Rudolf Zehetgruber, Rudolf Zehetgruber, Francis Durbridge, , , Crime-Thriller,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
King Klunk, 1933-09-03, , , , , , Walter Lantz, Walter Lantz, William Nolan, James Dietrich, Charles Hastings, Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Man Behind The Gun, 1953-01-31, Randolph Scott, Patrice Wymore, Dick Wesson, Philip Carey, Lina Romay, Felix E. Feist, John Twist, Robert Buckner, , , Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Urbanus - Meer Moet Dat Niet Zijn, 2001-01-01, Urbanus, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Christoph Schlingensief und seine Filme, 2005-01-01, Christoph Schlingensief, , , , , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Escape of the Birdmen, 1971-09-18, Doug McClure, Rene Auberjonois, Richard Basehart, Chuck Connors, Max Baer, Philip Leacock, David Kidd, , , , Drama-History-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Poultrygeist: Night of the Chicken Dead, 2006-12-26, Jason Yachanin, Kate Graham, Allyson Sereboff, Robin L. Watkins, Joshua Olatunde, Lloyd Kaufman, Lloyd Kaufman, Gabriel Friedman, Lloyd Kaufman, Michael Herz, Comedy-Horror,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Great Flamarion, 1945-01-14, Erich von Stroheim, Mary Beth Hughes, Dan Duryea, Steve Barclay, Lester Allen, Anthony Mann, Vicki Baum, Heinz Herald, Richard Weil, Anne Wigton, Crime-Drama-Mystery,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
Tusk, 1980-03-01, Cyrielle Clair, Anton Diffring, Serge Merlin, Christopher Mitchum, , Alejandro Jodorowsky, Alejandro Jodorowsky, Nicholas Niciphor, Jeffrey O'Kelly, Reginald Campbell, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Terminal Man, 1974-06-19, George Segal, Joan Hackett, Richard Dysart, Donald Moffat, Michael C. Gwynne, Michael Dryhurst, Mike Hodges, Robert L. Wolfe, Nessa Hyams, Fred Harpman, ScienceFiction-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
SEAL Team VI, 2008-09-10, Jeremy Davis, Ken Gamble, Zach McGowan, Kristoffer Garrison, Neto DePaula Pimenta, Mark C. Andrews, Mark C. Andrews, , , , Action-Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Mysteria, 2011-10-23, Robert Miano, Danny Glover, Martin Landau, Billy Zane, , Lucius C. Kuert, Lucius C. Kuert,, , , , Action-Mystery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
Ice Road Terror, 2011-07-11, Brea Grant, Ty Olsson, Dylan Neal, , , Terry Ingram, Keith Shaw, , , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tempted, 2003-03-10, Virginia Madsen, Lainie Kazan, Jason Momoa, Kieu Chinh, , Maggie Greenwald, , , , , Drama-Romance-TVMovie,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Plaza Suite, 1971-05-12, Walter Matthau, Lee Grant, Barbara Harris, Maureen Stapleton, Louise Sorel, Arthur Hiller, Neil Simon, Neil Simon, , , Comedy-Drama-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Tower of Terror, 1941-12-27, Wilfrid Lawson, Michael Rennie, Movita, Morland Graham, George Woodbridge, Lawrence Huntington, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Goodbye Gemini, 1970-08-06, Judy Geeson, Martin Potter, Michael Redgrave, Alexis Kanner, Freddie Jones, Alan Gibson, Edmund Ward, Jenni Hall, , , Drama-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Ditto, 2000-05-27, Kim Ha-Neul, Yoo Ji-Tae, Ha Ji-Won, Park Yong-woo, , Kim Jeong-kwon, Kim Jeong-kwon, Heo In-ah, Soo Dah, , Drama-Fantasy-Romance-ScienceFiction,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,
UFC 142: Aldo vs. Mendes, 2012-01-14, Jose Aldo, Chad Mendes, Vitor Belfort, Anthony Johnson, Rousimar Palhares, , , , , , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Angel Face, 1952-12-10, Robert Mitchum, Jean Simmons, Mona Freeman, Herbert Marshall, Barbara O'Neil, Otto Preminger, Otto Preminger, Dimitri Tiomkin, Harry Stradling Sr., Frederic Knudtson, Crime-Drama-Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Unfinished Business, 1941-08-27, Irene Dunne, Robert Montgomery, Preston Foster, Eugene Pallette, , Gregory La Cava, Franz Waxman, Eugene Thackrey, Vicki Baum, Joseph A. Valentine, Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Flaxy Martin, 1949-02-15, Virginia Mayo, Zachary Scott, Dorothy Malone, Tom D'Andrea, Helen Westcott, Richard L. Bare, David Lang, Saul Elkins, William Lava, Carl E. Guthrie, Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
The Ultimate Fighter 9 Finale, 2009-06-20, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hitler's Kaput!, 2008-09-18, Pavel Derevyanko, Anna Semenovich, Yuriy Galtsev , Yuriy Stoyanov, Aleksey Ogurtsov, Marius Balchunas, Marius Balchunas, , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rehearsals for Extinct Anatomies, 1987-01-01, , , , , , Timothy Quay, Stephen Quay, , , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Holding Love, 2012-07-31, Mini Yang, Hawick Lau, Chrissie Chau, Feng Danying, Sherman Chung, , , , , , Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gag, 2006-01-11, Brian Kolodziej, Gerald Emerick, Vince Marinelli, Scott W. Mckinlay, Malcolm Brownson, Kirk Sever, Chad Ferrin, Scott W. Mckinlay, David Glanzer, Michael Darrow, Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Fighting Caravans, 1931-02-01, Gary Cooper, Lili Damita, Ernest Torrence, Tully Marshall, Fred Kohler, Otto Brower, David Burton, Zane Grey, Edward E. Paramore Jr., Keene Thompson, Action-Romance-Western,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
Private Property, 1994-01-01, Celeste, Draghixa, , , , Andrew Blake, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sexcula, 1974-01-01, Debbie Collins, Jamie Orlando, John Alexander, Tim Lowery, , Bob Hollowich, , , , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Toegetakeld door de Liefde, 2013-01-24, Raymond Thiry, Anna Hermanns, , , , Ari Deelder, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Remember the Daze, 2007-06-10, Amber Heard, Alexa PenaVega, Katrina Begin, Melonie Diaz, Brie Larson, Jess Manafort, Jess Manafort, , , , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Brahmachari, 1968-01-01, Shammi Kapoor, Rajshree Ojha, Pran, Mumtaz, Dhumal, Bhappi Sonie, Anand Romani, G.P. Sippy, Ramesh Sippy, Sachin Bhowmick, Comedy-Drama-Foreign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
History of the Joke, 2008-02-28, Lewis Black, Dave Attell, George Carlin, Kathy Griffin, Patton Oswalt, Dave Greene, , , , , Comedy-Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The House with Closed Shutters, 1910-08-08, Henry B. Walthall, Grace Henderson , Dorothy West, , , D.W. Griffith, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Woman Hunt, 1973-09-30, John Ashley, Pat Woodell, Sid Haig, Charlene Jones, Lisa Todd, Eddie Romero, Richard Connell, Jack Hill, David Hoover, , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Who's Minding the Store?, 1963-11-28, Jerry Lewis, Jill St. John, Ray Walston, John McGiver, Agnes Moorehead, Frank Tashlin, , , , , Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pantry Pirate, 1940-12-27, , , , , , Clyde Geronimi, Walt Disney, Norm Ferguson, Ed Love, , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mother, 1996-12-25, Albert Brooks, Debbie Reynolds, Rob Morrow, Lisa Kudrow, Vanessa Williams, Herb Nanas, Scott Rudin, Marc Shaiman, Lajos Koltai, Harvey Rosenstock, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Prince Vladimir, 2006-02-09, , , , , , Yuri Kulakov, Andrey Dobrunov, Andrey Dobrunov, Yuriy Batanin, Yuri Kulakov, Animation-Drama-History,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
San Francisco, 1936-06-26, Clark Gable, Jeanette MacDonald, Spencer Tracy, Jack Holt, Ted Healy, W.S. Van Dyke, Anita Loos, Robert E. Hopkins, John Emerson, Bernard H. Hyman, Drama-Music-Romance,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
A Scream in the Streets, 1973-01-01, , , , , , Carl Monson, Dwayne Avery, Bethel Buckalew, Harry H. Novak, , Action-Crime,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Pest from the West, 1939-06-16, Buster Keaton, Lorna Gray, Gino Corrado, Richard Fiske, Bud Jamison, Del Lord, Clyde Bruckman, Buster Keaton, , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Black Metal: The Norwegian Legacy?, 2008-09-30, , , , , , , , , , , Documentary-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Puce Moment, 1949-01-01, Yvonne Marquis, , , , , Kenneth Anger, Kenneth Anger, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ronald Goedemondt: Dedication, 2011-01-10, Ronald Goedemondt, , , , , , , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Donald's Happy Birthday, 1949-02-11, Clarence Nash, , , , , Jack Hannah, Nick George, Bill Berg, Walt Disney, Oliver Wallace, Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lethal Angels, 2006-01-01, , , , , , , , , , , Action-Foreign-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,
Billabong Odyssey, 2003-11-07, Ken Bradshaw, Ken Collins, Brian L. Keaulana, , , Philip Boston, , , , , Action-Adventure-Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,,
Four Jacks, 2001-08-07, Stephen Pease, Lachy Hulme, Tommy Dysart, , , Matthew George, , , , , Foreign-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
Safe Harbor, 2009-05-30, Treat Williams, Nancy Travis, Reiley McClendon, Myra Turley, Cameron Monaghan, Jerry Jameson, Josef Anderson, Bruce Broughton, Dane Peterson, , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Lemonade Mouth, 2011-04-15, Adam Hicks, Hayley Kiyoko, Naomi Scott, Blake Michael, Nick Roux, Patricia Riggen, April Blair, Mark Peter Hughes, , , Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Joe Versus the Volcano, 1990-03-09, Tom Hanks, Meg Ryan, Lloyd Bridges, Dan Hedaya, Ossie Davis, John Patrick Shanley, John Patrick Shanley, Colleen Atwood, , , Comedy-Fantasy-Romance-ScienceFiction,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,
Saint Monica, 2002-09-07, Genevieve Buechner, Clare Coulter, Maurizio Terrazzano, Brigitte Bako, Krista Bridges, Terrance Odette, Terrance Odette, Arthur E. Cooper, Carlos Lopes, Lenka Svab, Drama-Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
Langgar, 2013-04-10, Adi Putra, Khir Rahman, Bell Ngasri, Zul Huzaimy, Hans Isaac, Sein Ruffedge, , , , , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
The Meaning, 1982-12-03, Shabana Azmi, Kulbhushan Kharbanda, Smita Patil, Raj Kiran, Gulshan Grover, Mahesh Bhatt, Kuljit Pal, Jagjit Singh, Chitra Singh, Mahesh Bhatt, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Swing, 2002-03-20, Oscar Copp, Lou Rech, Tchavolo Schmitt, Mandino Reinhardt, Abdellatif Chaarani, Tony Gatlif, Tony Gatlif, Mandino Reinhardt, Tchavolo Schmitt, , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Relations, 2006-06-29, Anna Mikhalkova, Mikhail Porechenkov, Anastasia Seglia, Dmitriy Shevchenko, Leonid Yarmolnik, Dunya Smirnova, , , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Coffees, 2012-05-10, Alex Beh, Efren Ramirez, Luka Jones, Heath Freeman, Julie McNiven, Alex Beh, Jory Cordy, Christin Trogan, Alex Beh, Alex Beh, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Snow Heron, 1958-04-01, , , , , , Teinosuke Kinugasa, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rock On!!, 2008-08-29, Farhan Akhtar, Arjun Rampal, Purab Kohli, Luke Kenny, Prachi Desai, Shankar Mahadevan, Ehsaan Noorani, Loy Mendonsa, Jason West, Deepa Bhatia, Drama-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Citizen Koch, 2013-01-20, , , , , , Carl Deal, Tia Lessin, , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Andre, 1994-08-17, Tina Majorino, Keith Carradine, Chelsea Field, Keith Szarabajka, Joshua Jackson, Donald Kushner, Harry Goodridge, Lew Dietz, George T. Miller, , Adventure-Drama-Family,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,
Theo Fleury: Playing With Fire, 2011-09-25, Theo Fleury, Ron MacLean, , , , Matt Embry, Matt Embry, Larry Day, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Yellow, 2011-12-31, Heather Wahlquist, Sienna Miller, Lucy Punch, Melanie Griffith, Gena Rowlands, Nick Cassavetes, Nick Cassavetes, Heather Wahlquist, , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Ralphie May: Just Correct, 2004-02-10, Ralphie May, , , , , Michael A. Bloom, Ralphie May, , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Defiant Ones, 1958-08-14, Tony Curtis, Sidney Poitier, Theodore Bikel, Charles McGraw, Cara Williams, Stanley Kramer, Harold Jacob Smith, Stanley Kramer, Ernest Gold, Sam Leavitt, Drama-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
